Category Name,Timestamp,Confidence
scrofa,1290220.2691333,0.96
scrofa,1290220.2691333,0.64
scrofa,1290220.4024665998,0.96
scrofa,1290220.4024665998,0.61
scrofa,1290220.4357999,0.95
scrofa,1290220.4357999,0.65
scrofa,1290220.5691333,0.96
scrofa,1290220.5691333,0.62
scrofa,1290220.7024665999,0.95
scrofa,1290220.7024665999,0.61
scrofa,1290220.7357999,0.95
scrofa,1290220.7357999,0.62
scrofa,1290220.8691333001,0.96
scrofa,1290220.8691333001,0.62
scrofa,1290221.0024666,0.97
scrofa,1290221.0024666,0.67
scrofa,1290221.1357999002,0.96
scrofa,1290221.1357999002,0.65
scrofa,1290221.1691333,0.95
scrofa,1290221.1691333,0.6
scrofa,1290221.3024666,0.95
scrofa,1290221.3024666,0.66
scrofa,1290221.4357999,0.95
scrofa,1290221.4357999,0.65
scrofa,1290221.5691333,0.93
scrofa,1290221.5691333,0.64
scrofa,1290221.7024665999,0.94
scrofa,1290221.7024665999,0.66
scrofa,1290221.7357999,0.94
scrofa,1290221.7357999,0.62
scrofa,1290221.8691333001,0.96
scrofa,1290221.8691333001,0.64
scrofa,1290222.0024666,0.97
scrofa,1290222.0024666,0.6
scrofa,1290222.1357999002,0.96
scrofa,1290222.1357999002,0.61
scrofa,1290222.1691333,0.96
scrofa,1290222.1691333,0.62
scrofa,1290222.3024666,0.96
scrofa,1290222.3024666,0.62
scrofa,1290222.4357999,0.97
scrofa,1290222.4357999,0.63
scrofa,1290222.5691333,0.98
scrofa,1290222.5691333,0.63
scrofa,1290222.7024665999,0.97
scrofa,1290222.7024665999,0.63
scrofa,1290222.8357999,0.97
scrofa,1290222.8357999,0.59
scrofa,1290222.8691333001,0.97
scrofa,1290222.8691333001,0.61
scrofa,1290223.0024666,0.96
scrofa,1290223.0024666,0.61
scrofa,1290223.1357999002,0.96
scrofa,1290223.1357999002,0.63
scrofa,1290223.2691333,0.96
scrofa,1290223.2691333,0.61
scrofa,1290223.3024666,0.97
scrofa,1290223.3024666,0.66
scrofa,1290223.4357999,0.95
scrofa,1290223.4357999,0.6
scrofa,1290223.5691333,0.95
scrofa,1290223.5691333,0.61
scrofa,1290223.7024665999,0.94
scrofa,1290223.7024665999,0.66
scrofa,1290223.7357999,0.96
scrofa,1290223.7357999,0.63
scrofa,1290223.8691333001,0.93
scrofa,1290223.8691333001,0.59
scrofa,1290224.0024666,0.94
scrofa,1290224.0024666,0.61
scrofa,1290224.1357999002,0.97
scrofa,1290224.1357999002,0.61
scrofa,1290224.1691333,0.97
scrofa,1290224.1691333,0.59
scrofa,1290224.3024666,0.97
scrofa,1290224.3024666,0.63
scrofa,1290224.4357999,0.98
scrofa,1290224.4357999,0.61
scrofa,1290224.5691333,0.98
scrofa,1290224.5691333,0.64
scrofa,1290224.6024666,0.98
scrofa,1290224.6024666,0.64
scrofa,1290224.7357999,0.97
scrofa,1290224.7357999,0.62
scrofa,1290224.8691333001,0.97
scrofa,1290224.8691333001,0.64
scrofa,1290225.0024666,0.96
scrofa,1290225.0024666,0.66
scrofa,1290225.1357999002,0.97
scrofa,1290225.1357999002,0.61
scrofa,1290225.1691333,0.98
scrofa,1290225.1691333,0.64
scrofa,1290225.3024666,0.97
scrofa,1290225.3024666,0.62
scrofa,1290225.4357999,0.98
scrofa,1290225.4357999,0.66
scrofa,1290225.5691333,0.98
scrofa,1290225.5691333,0.63
scrofa,1290225.6024666,0.98
scrofa,1290225.6024666,0.6
scrofa,1290225.7357999,0.98
scrofa,1290225.7357999,0.6
scrofa,1290225.8691333001,0.98
scrofa,1290225.8691333001,0.61
scrofa,1290226.0024666,0.98
scrofa,1290226.0024666,0.59
scrofa,1290226.1357999002,0.98
scrofa,1290226.1357999002,0.64
scrofa,1290226.1691333,0.97
scrofa,1290226.1691333,0.63
scrofa,1290226.3024666,0.98
scrofa,1290226.3024666,0.62
scrofa,1290226.4357999,0.97
scrofa,1290226.4357999,0.62
scrofa,1290226.5691333,0.97
scrofa,1290226.5691333,0.63
scrofa,1290226.6024666,0.97
scrofa,1290226.6024666,0.65
scrofa,1290226.7357999,0.98
scrofa,1290226.7357999,0.63
scrofa,1290226.8691333001,0.98
scrofa,1290226.8691333001,0.66
scrofa,1290227.0024666,0.98
scrofa,1290227.0024666,0.63
scrofa,1290227.0357999,0.98
scrofa,1290227.0357999,0.63
scrofa,1290227.1691333,0.98
scrofa,1290227.1691333,0.65
scrofa,1290227.3024666,0.98
scrofa,1290227.3024666,0.62
scrofa,1290227.4357999,0.98
scrofa,1290227.4357999,0.62
scrofa,1290227.4691333,0.98
scrofa,1290227.4691333,0.62
scrofa,1290227.6024666,0.98
scrofa,1290227.6024666,0.6
scrofa,1290227.7357999,0.98
scrofa,1290227.7357999,0.66
scrofa,1290227.8691333001,0.98
scrofa,1290227.8691333001,0.62
scrofa,1290227.9024665998,0.98
scrofa,1290227.9024665998,0.63
scrofa,1290228.0357999,0.99
scrofa,1290228.0357999,0.64
scrofa,1290228.1691333,0.98
scrofa,1290228.1691333,0.65
scrofa,1290228.3024666,0.98
scrofa,1290228.3024666,0.64
scrofa,1290228.4357999,0.99
scrofa,1290228.4357999,0.6
scrofa,1290228.4691333,0.99
scrofa,1290228.4691333,0.57
scrofa,1290228.6024666,0.99
scrofa,1290228.6024666,0.63
scrofa,1290228.7357999,0.98
scrofa,1290228.7357999,0.61
scrofa,1290228.8691333001,0.98
scrofa,1290228.8691333001,0.63
scrofa,1290228.9024665998,0.98
scrofa,1290228.9024665998,0.62
scrofa,1290229.0357999,0.99
scrofa,1290229.0357999,0.66
scrofa,1290229.1691333,0.99
scrofa,1290229.1691333,0.62
scrofa,1290229.3024666,0.98
scrofa,1290229.3024666,0.64
scrofa,1290229.3357999,0.98
scrofa,1290229.3357999,0.6
scrofa,1290229.4691333,0.99
scrofa,1290229.4691333,0.66
scrofa,1290229.6024666,0.98
scrofa,1290229.6024666,0.64
scrofa,1290229.7357999,0.98
scrofa,1290229.7357999,0.62
scrofa,1290229.7691333,0.98
scrofa,1290229.7691333,0.6
scrofa,1290229.9024665998,0.98
scrofa,1290229.9024665998,0.65
scrofa,1290230.0357999,0.98
scrofa,1290230.0357999,0.62
scrofa,1290230.1691333,0.98
scrofa,1290230.1691333,0.64
scrofa,1290230.2024665999,0.97
scrofa,1290230.2024665999,0.6
scrofa,1290230.3357999,0.97
scrofa,1290230.3357999,0.62
scrofa,1290230.4691333,0.96
scrofa,1290230.4691333,0.66
scrofa,1290230.6024666,0.97
scrofa,1290230.6024666,0.61
scrofa,1290230.6357999002,0.96
scrofa,1290230.6357999002,0.65
scrofa,1290230.7691333,0.96
scrofa,1290230.7691333,0.6
scrofa,1290230.9024665998,0.97
scrofa,1290230.9024665998,0.54
scrofa,1290231.0357999,0.97
scrofa,1290231.0357999,0.61
scrofa,1290231.1691333,0.97
scrofa,1290231.1691333,0.58
scrofa,1290231.2024665999,0.98
scrofa,1290231.2024665999,0.61
scrofa,1290231.3357999,0.98
scrofa,1290231.3357999,0.58
scrofa,1290231.4691333,0.98
scrofa,1290231.4691333,0.6
scrofa,1290231.6024666,0.98
scrofa,1290231.6024666,0.6
scrofa,1290231.6357999002,0.99
scrofa,1290231.6357999002,0.56
scrofa,1290231.7691333,0.98
scrofa,1290231.7691333,0.6
scrofa,1290231.9024665998,0.98
scrofa,1290231.9024665998,0.63
scrofa,1290231.9357999,0.98
scrofa,1290231.9357999,0.64
scrofa,1290232.0691333,0.97
scrofa,1290232.0691333,0.64
scrofa,1290232.2024665999,0.97
scrofa,1290232.2024665999,0.65
scrofa,1290232.3357999,0.97
scrofa,1290232.3357999,0.64
scrofa,1290232.3691333001,0.97
scrofa,1290232.3691333001,0.63
scrofa,1290232.6024666,0.98
scrofa,1290232.6024666,0.57
scrofa,1290232.6357999002,0.98
scrofa,1290232.6357999002,0.58
scrofa,1290232.7691333,0.98
scrofa,1290232.7691333,0.6
scrofa,1290232.9024665998,0.98
scrofa,1290232.9024665998,0.59
scrofa,1290233.0357999,0.98
scrofa,1290233.0357999,0.58
scrofa,1290233.0691333,0.98
scrofa,1290233.0691333,0.6
scrofa,1290233.2024665999,0.97
scrofa,1290233.2024665999,0.57
scrofa,1290233.3357999,0.98
scrofa,1290233.3357999,0.61
scrofa,1290233.4691333,0.98
scrofa,1290233.4691333,0.59
scrofa,1290233.6024666,0.98
scrofa,1290233.6024666,0.62
scrofa,1290233.6357999002,0.98
scrofa,1290233.6357999002,0.56
scrofa,1290233.7691333,0.97
scrofa,1290233.7691333,0.63
scrofa,1290233.9024665998,0.97
scrofa,1290233.9024665998,0.6
scrofa,1290234.0357999,0.97
scrofa,1290234.0357999,0.6
scrofa,1290234.0691333,0.96
scrofa,1290234.0691333,0.62
scrofa,1290234.2024665999,0.98
scrofa,1290234.2024665999,0.56
scrofa,1290234.3357999,0.99
scrofa,1290234.3357999,0.54
scrofa,1290234.4691333,0.98
scrofa,1290234.4691333,0.62
scrofa,1290234.5024666,0.98
scrofa,1290234.5024666,0.61
scrofa,1290234.6357999002,0.98
scrofa,1290234.6357999002,0.6
scrofa,1290234.7691333,0.98
scrofa,1290234.7691333,0.58
scrofa,1290234.9024665998,0.98
scrofa,1290234.9024665998,0.58
scrofa,1290234.9357999,0.98
scrofa,1290234.9357999,0.6
scrofa,1290235.0691333,0.98
scrofa,1290235.0691333,0.61
scrofa,1290235.2024665999,0.98
scrofa,1290235.2024665999,0.61
scrofa,1290235.3357999,0.94
scrofa,1290235.3357999,0.63
scrofa,1290235.3691333001,0.94
scrofa,1290235.3691333001,0.57
scrofa,1290235.5024666,0.95
scrofa,1290235.5024666,0.64
scrofa,1290235.6357999002,0.98
scrofa,1290235.6357999002,0.6
scrofa,1290235.7691333,0.98
scrofa,1290235.7691333,0.55
scrofa,1290235.9024665998,0.99
scrofa,1290235.9024665998,0.56
scrofa,1290235.9357999,0.99
scrofa,1290235.9357999,0.57
scrofa,1290236.0691333,0.99
scrofa,1290236.0691333,0.58
scrofa,1290236.2024665999,0.99
scrofa,1290236.2024665999,0.59
scrofa,1290236.3357999,0.99
scrofa,1290236.3357999,0.6
scrofa,1290236.4691333,0.99
scrofa,1290236.4691333,0.58
scrofa,1290236.5024666,0.99
scrofa,1290236.5024666,0.61
scrofa,1290236.6357999002,0.99
scrofa,1290236.6357999002,0.56
scrofa,1290236.7691333,0.99
scrofa,1290236.7691333,0.59
scrofa,1290236.9024665998,0.97
scrofa,1290236.9024665998,0.59
scrofa,1290237.0357999,0.97
scrofa,1290237.0357999,0.56
scrofa,1290237.1691333,0.98
scrofa,1290237.1691333,0.56
scrofa,1290237.2024665999,0.98
scrofa,1290237.2024665999,0.57
scrofa,1290237.3357999,0.98
scrofa,1290237.3357999,0.53
scrofa,1290237.4691333,0.98
scrofa,1290237.4691333,0.6
scrofa,1290237.6024666,0.98
scrofa,1290237.6024666,0.61
scrofa,1290237.6357999002,0.98
scrofa,1290237.6357999002,0.56
scrofa,1290237.7691333,0.98
scrofa,1290237.7691333,0.57
scrofa,1290237.9024665998,0.99
scrofa,1290237.9024665998,0.61
scrofa,1290238.0357999,0.99
scrofa,1290238.0357999,0.59
scrofa,1290238.1691333,0.99
scrofa,1290238.1691333,0.62
scrofa,1290238.3024666,0.97
scrofa,1290238.3024666,0.62
scrofa,1290238.3357999,0.96
scrofa,1290238.3357999,0.62
